,BYND.O,GTLB.O,MCD,LEVI.K,PLTR.K,TSLA.O,XOM
,BID,BID,BID,BID,BID,BID,BID
Timestamp,,,,,,,
2022-04-04 13:00:00+00:00,49.08,54.09,246.57,19.82,13.97,1089.0,83.22
2022-04-04 12:30:00+00:00,49.15,52.52,246.0,19.84,13.88,1088.2,83.79
2022-04-04 12:00:00+00:00,49.4,54.7,247.5,19.83,13.91,1092.73,83.62
2022-04-04 11:30:00+00:00,49.16,54.68,247.5,19.85,13.96,1092.8,83.16
2022-04-04 11:00:00+00:00,49.15,54.7,247.5,19.85,13.93,1090.5,83.09
2022-04-04 10:30:00+00:00,,50.4,247.0,19.7,13.95,1095.11,82.74
2022-04-04 10:00:00+00:00,48.3,50.4,,19.7,13.95,1097.5,82.77
2022-04-04 09:30:00+00:00,48.3,,247.0,19.7,13.93,1096.0,82.7
2022-04-04 09:00:00+00:00,48.3,,247.0,19.7,13.93,1096.0,82.7
2022-04-04 08:30:00+00:00,47.01,50.4,247.0,,13.87,1093.0,83.0
2022-04-04 08:00:00+00:00,47.0,50.4,248.5,19.8,13.9,1093.0,82.97
2022-04-02 00:00:00+00:00,,,,19.75,13.78,,82.88
2022-04-01 23:30:00+00:00,48.81,53.68,,19.75,13.8,1090.58,83.0
2022-04-01 23:00:00+00:00,,,249.0,19.75,13.8,1091.05,83.01
2022-04-01 22:30:00+00:00,48.81,,,19.6,13.79,1090.51,83.01
2022-04-01 22:00:00+00:00,48.81,53.68,249.0,19.6,13.79,1090.6,83.0
2022-04-01 21:30:00+00:00,48.73,,249.25,19.55,13.77,1090.01,83.0
2022-04-01 21:00:00+00:00,49.05,53.68,249.25,,13.8,1089.55,83.0
2022-04-01 20:30:00+00:00,48.73,51.0,248.0,19.55,13.78,1087.0,83.0
2022-04-01 20:00:00+00:00,48.02,51.0,246.0,19.53,13.78,1086.55,83.0
2022-04-01 19:30:00+00:00,49.29,54.6,249.14,19.81,13.83,1084.4,83.11
2022-04-01 19:00:00+00:00,48.74,53.82,248.3,19.71,13.73,1075.49,83.0
2022-04-01 18:30:00+00:00,48.72,53.38,248.31,19.78,13.76,1079.52,82.86
2022-04-01 18:00:00+00:00,48.7,53.79,248.36,19.78,13.68,1083.11,82.85
2022-04-01 17:30:00+00:00,48.67,53.38,247.59,19.69,13.56,1079.02,82.36
2022-04-01 17:00:00+00:00,48.12,52.6,246.75,19.63,13.53,1077.08,82.5
2022-04-01 16:30:00+00:00,48.16,53.55,246.95,19.69,13.59,1080.37,82.85
2022-04-01 16:00:00+00:00,48.38,54.69,246.75,19.88,13.66,1081.5,82.92
2022-04-01 15:30:00+00:00,48.25,55.5,246.51,19.97,13.71,1079.68,83.12
2022-04-01 15:00:00+00:00,49.3,56.79,247.46,19.89,13.85,1085.89,83.36
2022-04-01 14:30:00+00:00,48.82,57.18,247.34,19.82,13.84,1091.68,83.16
2022-04-01 14:00:00+00:00,48.32,54.87,247.16,19.84,13.74,1083.74,83.27
2022-04-01 13:30:00+00:00,48.27,54.93,248.32,20.05,13.87,1071.0,83.53
2022-04-01 13:00:00+00:00,47.91,53.73,247.0,19.8,13.76,1080.1,81.82
2022-04-01 12:30:00+00:00,48.47,53.4,247.75,19.77,13.81,1081.32,82.5
2022-04-01 12:00:00+00:00,48.46,54.75,247.02,19.77,13.85,1086.4,82.54
2022-04-01 11:30:00+00:00,48.31,,248.26,19.77,13.86,1082.08,82.33
2022-04-01 11:00:00+00:00,48.13,50.84,248.5,19.76,13.91,1083.33,82.71
2022-04-01 10:30:00+00:00,48.11,,247.0,,13.9,1080.0,82.75
2022-04-01 10:00:00+00:00,48.11,50.4,247.0,,13.84,1081.0,82.69
2022-04-01 09:30:00+00:00,48.08,54.65,247.0,,13.85,1073.0,82.7
2022-04-01 09:00:00+00:00,47.71,50.4,247.0,,13.81,1072.94,82.57
2022-04-01 08:30:00+00:00,47.71,,245.0,18.41,13.83,1073.6,82.5
2022-04-01 08:00:00+00:00,47.7,52.86,244.5,18.41,13.82,1073.63,82.85
2022-04-01 00:00:00+00:00,,,247.51,19.79,13.71,,82.6
2022-03-31 23:30:00+00:00,48.01,,,,13.71,1075.5,82.7
2022-03-31 23:00:00+00:00,48.0,54.0,247.51,19.79,13.71,1076.11,82.8
2022-03-31 22:30:00+00:00,48.32,,247.51,19.76,13.7,1078.27,82.7
2022-03-31 22:00:00+00:00,,,,19.76,13.71,1078.76,82.67
2022-03-31 21:30:00+00:00,,,247.41,19.7,13.71,1079.29,82.65
2022-03-31 21:00:00+00:00,48.32,,247.4,19.7,13.73,1079.5,82.62
2022-03-31 20:30:00+00:00,48.14,,247.4,19.64,13.73,1078.95,82.63
2022-03-31 20:00:00+00:00,48.14,54.0,247.3,19.64,13.72,1078.31,82.62
2022-03-31 19:30:00+00:00,48.24,54.45,247.28,19.75,13.72,1077.6,82.62
2022-03-31 19:00:00+00:00,48.26,55.84,249.02,19.81,13.81,1086.88,83.39
2022-03-31 18:30:00+00:00,48.47,55.11,249.76,19.84,13.86,1091.09,83.4
2022-03-31 18:00:00+00:00,48.45,54.46,249.4,19.85,13.82,1090.79,83.67
2022-03-31 17:30:00+00:00,48.69,53.96,249.52,19.9,13.86,1092.01,84.05
2022-03-31 17:00:00+00:00,48.87,53.4,249.79,19.9,13.83,1090.08,84.19
2022-03-31 16:30:00+00:00,48.41,52.79,249.68,19.86,13.78,1088.86,84.06
2022-03-31 16:00:00+00:00,48.64,53.64,250.03,19.76,13.83,1093.5,84.15
2022-03-31 15:30:00+00:00,48.93,54.45,250.49,19.73,13.91,1097.97,84.11
2022-03-31 15:00:00+00:00,48.55,53.57,250.82,19.77,13.88,1095.35,84.17
2022-03-31 14:30:00+00:00,48.97,53.84,250.86,19.83,14.0,1100.27,84.2
2022-03-31 14:00:00+00:00,48.64,53.32,249.96,19.84,13.91,1093.47,83.64
2022-03-31 13:30:00+00:00,48.7,53.15,249.88,19.97,13.99,1089.22,83.52
2022-03-31 13:00:00+00:00,48.89,53.22,248.47,20.34,13.87,1094.01,82.7
2022-03-31 12:30:00+00:00,48.79,53.73,248.36,,13.9,1098.0,81.9
2022-03-31 12:00:00+00:00,49.02,,248.36,20.6,13.97,1096.63,81.92
2022-03-31 11:30:00+00:00,48.7,52.5,248.03,,13.98,1096.5,82.02
2022-03-31 11:00:00+00:00,48.24,52.5,247.78,20.1,13.93,1094.0,82.12
2022-03-31 10:30:00+00:00,48.21,,247.66,19.75,13.96,1095.7,81.88
2022-03-31 10:00:00+00:00,48.21,,247.75,,13.97,1097.43,81.88
2022-03-31 09:30:00+00:00,48.21,,247.69,,13.98,1099.03,81.88
2022-03-31 09:00:00+00:00,48.1,,,19.75,14.03,1100.61,81.9
2022-03-31 08:30:00+00:00,48.0,,,19.75,14.0,1099.72,81.8
2022-03-31 08:00:00+00:00,48.0,50.4,248.0,19.75,13.98,1099.9,82.09
2022-03-31 00:00:00+00:00,,,245.0,20.5,13.89,,83.68
2022-03-30 23:30:00+00:00,49.1,,247.05,20.5,13.94,1095.8,83.68
2022-03-30 23:00:00+00:00,49.05,,,20.08,13.9,1095.15,83.68
2022-03-30 22:30:00+00:00,49.0,,,20.08,13.9,1096.02,83.73
2022-03-30 22:00:00+00:00,49.0,53.2,249.0,20.08,13.93,1094.41,83.66
2022-03-30 21:30:00+00:00,49.09,,,,13.92,1095.01,83.75
2022-03-30 21:00:00+00:00,49.2,52.32,,,13.92,1095.6,83.78
2022-03-30 20:30:00+00:00,49.2,52.31,,20.5,13.9,1095.01,83.78
2022-03-30 20:00:00+00:00,48.4,52.41,249.03,20.5,13.9,1094.05,83.78
2022-03-30 19:30:00+00:00,48.94,53.81,248.99,20.58,13.88,1093.69,83.78
2022-03-30 19:00:00+00:00,48.74,54.97,248.62,20.6,13.8,1087.4,83.47
2022-03-30 18:30:00+00:00,48.91,56.23,248.98,20.8,13.82,1092.29,83.53
2022-03-30 18:00:00+00:00,48.77,56.2,249.22,20.96,13.85,1094.01,83.66
2022-03-30 17:30:00+00:00,49.36,56.78,249.22,20.82,13.93,1099.56,83.47
2022-03-30 17:00:00+00:00,49.99,57.55,249.12,20.92,14.02,1105.5,83.32
2022-03-30 16:30:00+00:00,50.83,58.24,249.49,21.1,14.14,1104.58,83.32
2022-03-30 16:00:00+00:00,50.97,58.08,248.58,21.02,14.12,1103.53,83.52
2022-03-30 15:30:00+00:00,50.7,57.95,248.93,20.73,14.13,1105.09,83.58
2022-03-30 15:00:00+00:00,50.43,57.41,248.26,20.76,14.05,1098.21,83.56
2022-03-30 14:30:00+00:00,50.47,58.11,249.08,20.79,14.14,1103.22,83.77
2022-03-30 14:00:00+00:00,51.28,58.3,249.09,21.06,14.3,1110.4,83.49
2022-03-30 13:30:00+00:00,50.65,56.64,249.45,21.28,14.07,1096.67,83.4
2022-03-30 13:00:00+00:00,50.28,56.0,247.16,21.1,14.0,1091.08,82.99
2022-03-30 12:30:00+00:00,50.33,56.0,245.04,20.81,14.03,1089.3,83.27
2022-03-30 12:00:00+00:00,50.33,56.0,246.54,20.81,14.0,1090.51,83.0
2022-03-30 11:30:00+00:00,50.5,55.0,246.54,,14.12,1095.1,83.0
2022-03-30 11:00:00+00:00,50.33,53.56,246.54,20.81,14.11,1093.86,82.9
2022-03-30 10:30:00+00:00,49.99,,245.01,,14.06,1090.08,82.52
2022-03-30 10:00:00+00:00,49.9,,245.01,20.81,14.04,1089.2,82.5
2022-03-30 09:30:00+00:00,49.89,,244.0,,14.07,1092.66,82.6
2022-03-30 09:00:00+00:00,49.81,,244.0,,14.06,1088.1,82.51
2022-03-30 08:30:00+00:00,49.81,,244.0,,14.11,1088.0,82.11
2022-03-30 08:00:00+00:00,49.75,50.4,244.0,20.81,14.05,1086.71,82.44
2022-03-30 00:00:00+00:00,,,245.74,19.0,14.13,,82.41
2022-03-29 23:30:00+00:00,50.78,,246.6,,14.13,1094.0,82.5
2022-03-29 23:00:00+00:00,51.0,,246.9,,14.13,1095.17,82.51
2022-03-29 22:30:00+00:00,51.0,57.63,246.9,,14.1,1096.7,82.38
2022-03-29 22:00:00+00:00,50.76,57.63,246.6,21.23,14.1,1096.92,82.3
2022-03-29 21:30:00+00:00,50.8,57.63,247.2,21.24,14.12,1096.0,82.24
2022-03-29 21:00:00+00:00,50.77,,247.1,,14.08,1096.8,82.22
2022-03-29 20:30:00+00:00,50.76,57.63,245.74,21.23,14.12,1098.15,82.37
2022-03-29 20:00:00+00:00,50.75,57.44,247.5,21.23,14.1,1098.0,82.38
2022-03-29 19:30:00+00:00,51.33,57.55,248.21,21.36,14.2,1099.82,82.38
2022-03-29 19:00:00+00:00,51.38,57.25,248.36,21.34,14.19,1100.07,82.3
2022-03-29 18:30:00+00:00,50.84,57.08,248.34,21.29,14.25,1099.81,81.84
2022-03-29 18:00:00+00:00,50.68,57.6,247.95,21.13,14.09,1098.9,81.79
2022-03-29 17:30:00+00:00,50.74,56.01,247.78,20.96,14.05,1104.1,81.61
2022-03-29 17:00:00+00:00,50.75,55.74,247.06,20.91,13.97,1093.87,81.12
2022-03-29 16:30:00+00:00,51.42,55.76,247.42,20.91,13.98,1095.71,81.06
2022-03-29 16:00:00+00:00,51.55,56.05,247.75,20.99,13.99,1097.24,80.97
2022-03-29 15:30:00+00:00,51.63,56.0,248.16,20.97,13.87,1102.05,81.01
2022-03-29 15:00:00+00:00,51.5,56.33,247.01,20.93,13.81,1097.64,81.14
2022-03-29 14:30:00+00:00,50.96,56.83,247.5,21.0,13.76,1095.11,81.1
2022-03-29 14:00:00+00:00,50.12,56.55,247.53,20.94,13.56,1085.35,80.84
2022-03-29 13:30:00+00:00,52.48,55.64,247.16,20.96,13.79,1095.5,80.3
2022-03-29 13:00:00+00:00,49.31,55.01,245.9,20.49,13.61,1107.0,80.46
2022-03-29 12:30:00+00:00,49.72,55.6,243.35,20.57,13.58,1108.5,81.08
2022-03-29 12:00:00+00:00,49.39,55.0,243.35,20.0,13.61,1111.0,81.33
2022-03-29 11:30:00+00:00,48.51,,242.44,20.0,13.48,1110.0,82.16
2022-03-29 11:00:00+00:00,48.51,,241.82,20.0,13.48,1111.0,83.66
2022-03-29 10:30:00+00:00,48.26,,233.95,,13.5,1108.0,83.5
2022-03-29 10:00:00+00:00,48.27,54.0,233.56,,13.5,1113.01,83.5
2022-03-29 09:30:00+00:00,49.11,53.55,233.5,,13.51,1115.0,83.2
2022-03-29 09:00:00+00:00,48.02,53.36,238.8,19.75,13.41,1122.01,83.2
2022-03-29 08:30:00+00:00,48.01,,228.12,,13.5,1116.36,83.51
2022-03-29 08:00:00+00:00,48.01,53.36,228.12,19.75,13.47,1113.53,83.51
2022-03-29 00:00:00+00:00,,,242.62,17.76,13.35,,82.72
2022-03-28 23:30:00+00:00,48.46,53.85,242.62,,13.35,1095.65,82.72
2022-03-28 23:00:00+00:00,48.29,53.85,242.1,,13.35,1092.84,82.72
2022-03-28 22:30:00+00:00,48.29,,,20.0,13.35,1093.25,82.75
2022-03-28 22:00:00+00:00,,,242.82,,13.37,1093.17,82.71
2022-03-28 21:30:00+00:00,,,242.82,,13.34,1094.3,82.78
2022-03-28 21:00:00+00:00,48.56,53.85,242.82,20.0,13.33,1092.52,82.7
2022-03-28 20:30:00+00:00,48.38,53.85,242.82,,13.36,1091.5,82.76
2022-03-28 20:00:00+00:00,48.92,53.5,242.1,20.0,13.36,1091.0,82.7
2022-03-28 19:30:00+00:00,49.03,53.63,242.88,20.26,13.41,1091.84,82.8
2022-03-28 19:00:00+00:00,48.35,54.94,242.01,20.24,13.35,1091.64,82.33
2022-03-28 18:30:00+00:00,47.82,52.43,241.72,20.24,13.27,1096.01,82.76
2022-03-28 18:00:00+00:00,47.33,52.46,241.11,20.14,13.14,1092.36,82.83
2022-03-28 17:30:00+00:00,47.6,52.55,240.44,20.18,13.15,1090.4,82.64
2022-03-28 17:00:00+00:00,47.76,51.7,240.55,20.17,13.09,1090.51,82.67
2022-03-28 16:30:00+00:00,47.33,50.64,240.37,20.15,13.0,1084.3,82.92
2022-03-28 16:00:00+00:00,46.68,50.28,239.99,19.95,12.91,1075.48,83.01
2022-03-28 15:30:00+00:00,46.38,50.13,240.0,20.01,12.94,1085.89,82.96
2022-03-28 15:00:00+00:00,47.24,50.9,240.55,20.0,13.1,1088.01,82.75
2022-03-28 14:30:00+00:00,48.28,51.23,241.03,20.01,13.14,1091.2,82.54
2022-03-28 14:00:00+00:00,48.64,49.78,241.18,19.95,13.17,1072.33,82.76
2022-03-28 13:30:00+00:00,48.45,52.54,241.78,20.15,13.27,1075.0,82.46
2022-03-28 13:00:00+00:00,45.4,50.18,241.58,20.05,12.96,1064.0,83.13
2022-03-28 12:30:00+00:00,45.44,48.02,241.78,,12.97,1062.7,83.31
2022-03-28 12:00:00+00:00,45.57,48.0,242.02,20.05,13.0,1067.5,83.58
2022-03-28 11:30:00+00:00,45.9,48.0,242.0,20.05,13.09,1078.64,83.63
2022-03-28 11:00:00+00:00,46.0,48.0,241.5,20.0,13.05,1069.75,83.94
2022-03-28 10:30:00+00:00,45.84,,241.2,19.75,13.0,1059.99,83.8
2022-03-28 10:00:00+00:00,46.0,,,,12.95,1055.36,83.9
2022-03-28 09:30:00+00:00,46.06,,241.2,,12.9,1004.0,83.9
2022-03-28 09:00:00+00:00,46.18,,241.2,19.75,12.85,1004.0,83.99
2022-03-28 08:30:00+00:00,46.16,,242.0,19.75,12.93,1007.61,83.79
2022-03-28 08:00:00+00:00,46.04,47.03,241.2,19.75,12.85,1005.8,83.38
2022-03-26 00:00:00+00:00,,,241.02,20.15,12.94,,85.17
2022-03-25 23:30:00+00:00,48.51,,241.02,20.15,12.96,1011.5,85.17
2022-03-25 23:00:00+00:00,48.5,,241.05,,12.97,1010.25,85.12
2022-03-25 22:30:00+00:00,48.5,48.5,241.01,20.01,12.95,1009.5,85.12
2022-03-25 22:00:00+00:00,48.63,,241.05,,12.97,1010.43,85.18
2022-03-25 21:30:00+00:00,48.5,,241.01,20.15,12.95,1010.6,85.11
2022-03-25 21:00:00+00:00,48.5,48.5,241.01,,12.95,1010.1,85.06
2022-03-25 20:30:00+00:00,48.5,48.5,241.01,,12.99,1009.75,85.0
2022-03-25 20:00:00+00:00,48.5,48.5,240.39,20.01,12.97,1009.6,85.05
2022-03-25 19:30:00+00:00,48.59,50.46,241.47,20.19,12.96,1010.21,85.19
2022-03-25 19:00:00+00:00,48.3,49.49,240.3,20.1,12.85,999.22,84.88
2022-03-25 18:30:00+00:00,48.62,50.78,240.87,20.2,12.96,1008.1,84.88
2022-03-25 18:00:00+00:00,48.71,48.64,240.81,20.21,12.97,1006.5,85.01
2022-03-25 17:30:00+00:00,48.68,49.35,240.73,20.2,12.98,1008.72,84.96
2022-03-25 17:00:00+00:00,48.44,49.07,240.41,20.16,12.89,1003.01,84.69
2022-03-25 16:30:00+00:00,48.46,49.17,240.68,20.12,12.89,1005.44,84.85
2022-03-25 16:00:00+00:00,48.73,49.39,241.07,20.21,12.9,1005.19,84.86
2022-03-25 15:30:00+00:00,48.25,48.99,240.82,20.1,12.76,1001.02,84.98
2022-03-25 15:00:00+00:00,48.22,49.32,240.93,20.12,12.88,1001.22,85.28
2022-03-25 14:30:00+00:00,49.01,48.91,241.27,20.32,13.12,1014.53,84.67
2022-03-25 14:00:00+00:00,48.7,48.51,241.48,20.19,13.05,1007.45,84.13
2022-03-25 13:30:00+00:00,49.13,50.83,239.66,20.28,13.08,1006.27,83.84
2022-03-25 13:00:00+00:00,50.02,52.1,240.04,20.3,13.3,1007.51,82.8
2022-03-25 12:30:00+00:00,50.45,52.5,240.5,20.01,13.37,1015.99,82.75
2022-03-25 12:00:00+00:00,50.75,52.1,239.51,20.01,13.39,1018.0,82.79
2022-03-25 11:30:00+00:00,50.45,,239.23,20.0,13.43,1017.38,83.05
2022-03-25 11:00:00+00:00,50.2,52.1,239.5,20.0,13.42,1018.8,82.91
2022-03-25 10:30:00+00:00,49.66,52.1,239.5,19.58,13.3,1012.42,82.53
2022-03-25 10:00:00+00:00,49.66,52.1,239.5,,13.3,1010.71,82.63
2022-03-25 09:30:00+00:00,50.03,,239.5,,13.22,1008.5,82.51
2022-03-25 09:00:00+00:00,49.34,,,,13.21,1005.21,82.5
2022-03-25 08:30:00+00:00,,,239.5,,13.2,1005.05,82.8
2022-03-25 08:00:00+00:00,49.33,52.1,238.5,19.58,13.18,1002.0,82.51
2022-03-25 00:00:00+00:00,,,,0.0,13.37,,
2022-03-24 23:30:00+00:00,50.24,,240.01,20.21,13.37,1009.01,83.46
2022-03-24 23:00:00+00:00,50.3,52.15,,20.3,13.36,1010.11,83.42
2022-03-24 22:30:00+00:00,50.3,,240.01,,13.33,1010.8,83.42
2022-03-24 22:00:00+00:00,50.3,52.4,,,13.31,1011.6,83.42
2022-03-24 21:30:00+00:00,50.58,,,,13.34,1011.85,83.38
2022-03-24 21:00:00+00:00,50.3,,240.01,20.21,13.31,1011.6,83.39
2022-03-24 20:30:00+00:00,50.3,52.4,240.01,,13.35,1012.35,83.38
2022-03-24 20:00:00+00:00,50.06,52.4,239.37,20.21,13.33,1012.31,83.4
2022-03-24 19:30:00+00:00,50.52,52.66,240.2,20.3,13.38,1013.71,83.38
2022-03-24 19:00:00+00:00,50.16,52.69,240.95,20.32,13.32,1014.66,83.15
2022-03-24 18:30:00+00:00,49.7,52.59,240.22,20.31,13.27,1008.02,83.01
2022-03-24 18:00:00+00:00,49.38,52.3,239.73,20.24,13.24,1008.38,83.49
2022-03-24 17:30:00+00:00,49.32,52.93,239.36,20.27,13.24,1007.75,83.53
2022-03-24 17:00:00+00:00,49.66,52.78,239.46,20.33,13.25,1007.23,83.62
2022-03-24 16:30:00+00:00,49.65,52.98,238.9,20.32,13.23,1008.67,83.58
2022-03-24 16:00:00+00:00,49.21,53.21,238.36,20.34,13.18,1003.02,83.4
2022-03-24 15:30:00+00:00,48.46,54.07,238.73,20.41,13.16,1011.17,83.62
2022-03-24 15:00:00+00:00,48.5,53.84,238.41,20.45,13.17,1011.42,83.92
2022-03-24 14:30:00+00:00,48.4,52.87,237.94,20.34,13.01,1005.0,83.86
2022-03-24 14:00:00+00:00,48.35,52.47,238.01,20.45,12.87,993.2,83.97
2022-03-24 13:30:00+00:00,48.69,53.58,237.3,20.41,13.16,1002.32,83.74
2022-03-24 13:00:00+00:00,50.28,54.4,237.23,20.04,13.25,1009.21,83.35
2022-03-24 12:30:00+00:00,50.52,54.11,,20.0,13.26,1012.66,83.32
2022-03-24 12:00:00+00:00,50.65,54.11,236.5,19.58,13.24,1014.0,83.17
2022-03-24 11:30:00+00:00,50.65,54.11,237.0,19.85,13.26,1014.55,83.55
2022-03-24 11:00:00+00:00,50.61,54.11,237.0,19.9,13.27,1014.01,83.15
2022-03-24 10:30:00+00:00,50.0,54.11,236.0,,13.29,1008.3,83.0
2022-03-24 10:00:00+00:00,50.0,54.11,,19.9,13.26,1007.0,83.0
2022-03-24 09:30:00+00:00,50.5,,,19.58,13.3,1008.66,83.05
2022-03-24 09:00:00+00:00,50.9,,236.0,19.58,13.32,1010.0,83.2
2022-03-24 08:30:00+00:00,,54.11,235.0,19.58,13.34,1013.25,83.2
2022-03-24 08:00:00+00:00,50.0,54.11,235.0,19.58,13.3,1013.0,83.21
2022-03-24 00:00:00+00:00,,,,20.15,13.1,,83.07
2022-03-23 23:30:00+00:00,50.51,54.5,236.12,20.15,13.12,997.94,83.08
2022-03-23 23:00:00+00:00,50.1,,235.51,20.1,13.11,996.2,83.04
2022-03-23 22:30:00+00:00,49.85,54.5,,20.0,13.11,994.55,83.11
2022-03-23 22:00:00+00:00,50.06,,,20.0,13.11,994.5,83.1
2022-03-23 21:30:00+00:00,50.06,,,19.9,13.09,994.41,83.15
2022-03-23 21:00:00+00:00,50.1,,,19.9,13.14,993.2,83.17
2022-03-23 20:30:00+00:00,50.15,54.56,235.51,19.9,13.1,997.01,83.15
2022-03-23 20:00:00+00:00,50.01,54.5,235.13,19.85,13.15,997.19,83.09
2022-03-23 19:30:00+00:00,49.98,54.09,236.07,20.08,13.17,998.55,83.12
2022-03-23 19:00:00+00:00,50.29,53.91,236.84,20.21,13.16,1000.81,83.84
2022-03-23 18:30:00+00:00,50.42,53.93,236.3,20.14,13.13,999.37,83.47
2022-03-23 18:00:00+00:00,50.58,54.08,236.74,20.16,13.13,1000.03,83.54
2022-03-23 17:30:00+00:00,50.71,54.72,237.16,20.12,13.21,999.5,83.17
2022-03-23 17:00:00+00:00,51.15,54.31,236.63,19.99,13.18,998.01,83.23
2022-03-23 16:30:00+00:00,52.01,55.78,236.56,20.25,13.4,1016.36,83.14
2022-03-23 16:00:00+00:00,52.51,56.73,236.68,20.35,13.46,1026.5,83.21
2022-03-23 15:30:00+00:00,52.6,57.88,236.69,20.48,13.49,1035.73,83.25
2022-03-23 15:00:00+00:00,52.48,57.27,236.81,20.56,13.49,1036.13,83.66
2022-03-23 14:30:00+00:00,52.22,56.35,237.11,20.45,13.37,1025.6,83.63
2022-03-23 14:00:00+00:00,51.52,55.35,237.39,20.4,13.19,1025.62,83.65
2022-03-23 13:30:00+00:00,52.05,55.36,236.44,20.37,13.25,998.56,83.65
2022-03-23 13:00:00+00:00,51.0,55.4,236.3,20.5,13.08,979.02,83.22
2022-03-23 12:30:00+00:00,51.0,55.5,236.4,,13.08,978.14,83.02
2022-03-23 12:00:00+00:00,51.0,55.5,236.3,20.5,13.1,980.31,82.7
2022-03-23 11:30:00+00:00,50.5,55.4,236.3,,13.14,982.5,82.63
2022-03-23 11:00:00+00:00,50.16,55.4,236.3,20.5,13.15,981.32,82.55
2022-03-23 10:30:00+00:00,50.01,55.1,233.5,,13.15,980.68,82.51
2022-03-23 10:00:00+00:00,50.01,,,,13.23,978.22,82.32
2022-03-23 09:30:00+00:00,50.7,,236.01,,13.2,980.55,82.26
2022-03-23 09:00:00+00:00,50.7,,236.48,20.0,13.22,985.0,82.21
2022-03-23 08:30:00+00:00,50.7,55.1,236.0,,13.21,987.0,82.2
2022-03-23 08:00:00+00:00,50.0,55.1,236.0,20.3,13.24,981.48,82.0
2022-03-23 00:00:00+00:00,,,,20.6,13.23,,81.87
2022-03-22 23:30:00+00:00,50.52,56.5,236.02,,13.29,992.23,81.88
2022-03-22 23:00:00+00:00,50.32,,236.32,,13.28,992.1,81.87
2022-03-22 22:30:00+00:00,50.11,56.5,236.02,20.6,13.29,992.4,81.87
2022-03-22 22:00:00+00:00,50.11,56.5,236.02,,13.25,991.0,81.8
2022-03-22 21:30:00+00:00,50.51,,237.14,,13.24,986.5,81.81
2022-03-22 21:00:00+00:00,51.0,56.5,237.11,,13.25,987.5,81.82
2022-03-22 20:30:00+00:00,51.0,56.97,237.11,,13.27,987.3,81.83
2022-03-22 20:00:00+00:00,51.28,56.5,237.01,20.5,13.24,993.5,81.76
2022-03-22 19:30:00+00:00,51.23,56.81,238.17,20.74,13.27,993.9,81.85
2022-03-22 19:00:00+00:00,51.35,56.85,237.94,20.63,13.38,988.71,81.68
2022-03-22 18:30:00+00:00,51.19,58.84,237.62,20.69,13.38,990.63,81.72
2022-03-22 18:00:00+00:00,51.02,58.33,237.46,20.62,13.32,976.59,81.72
2022-03-22 17:30:00+00:00,50.89,59.23,237.87,20.63,13.27,962.43,81.94
2022-03-22 17:00:00+00:00,50.63,58.94,237.74,20.65,13.18,952.5,81.75
2022-03-22 16:30:00+00:00,49.88,58.25,237.61,20.72,13.14,946.21,81.56
2022-03-22 16:00:00+00:00,49.74,58.02,237.31,20.61,13.12,940.62,81.33
2022-03-22 15:30:00+00:00,49.59,59.29,237.12,20.72,13.14,939.3,81.11
2022-03-22 15:00:00+00:00,50.02,58.73,236.87,20.77,13.26,945.87,81.08
2022-03-22 14:30:00+00:00,50.12,59.5,237.2,20.83,13.13,936.29,81.43
2022-03-22 14:00:00+00:00,49.68,59.24,237.98,20.66,13.19,938.8,81.14
2022-03-22 13:30:00+00:00,48.7,55.94,238.04,21.02,12.88,926.52,81.8
2022-03-22 13:00:00+00:00,48.4,57.3,235.75,20.69,12.51,929.11,81.61
2022-03-22 12:30:00+00:00,48.31,57.2,235.75,20.5,12.61,928.02,82.24
2022-03-22 12:00:00+00:00,48.5,57.2,234.5,20.3,12.6,925.5,82.2
2022-03-22 11:30:00+00:00,48.5,58.3,234.5,,12.62,929.53,82.05
2022-03-22 11:00:00+00:00,48.75,57.2,234.5,20.25,12.61,930.5,82.1
2022-03-22 10:30:00+00:00,48.78,57.2,232.5,,12.63,934.22,81.54
2022-03-22 10:00:00+00:00,48.75,57.2,226.27,,12.62,934.47,81.41
2022-03-22 09:30:00+00:00,48.75,57.1,225.91,,12.66,934.72,81.31
2022-03-22 09:00:00+00:00,48.75,55.5,225.82,20.25,12.61,934.24,81.31
2022-03-22 08:30:00+00:00,47.0,55.5,225.82,,12.66,935.75,81.35
2022-03-22 08:00:00+00:00,46.5,55.5,226.0,20.25,12.65,935.95,81.3
2022-03-22 00:00:00+00:00,,,234.5,19.0,12.5,,82.27
2022-03-21 23:30:00+00:00,48.7,57.5,234.5,20.5,12.51,918.0,82.36
2022-03-21 23:00:00+00:00,48.41,57.12,,20.5,12.53,920.0,82.21
2022-03-21 22:30:00+00:00,48.41,57.12,,,12.6,918.36,82.25
2022-03-21 22:00:00+00:00,48.41,57.12,234.5,20.5,12.6,922.01,82.2
2022-03-21 21:30:00+00:00,48.5,57.05,,20.5,12.6,922.7,82.16
2022-03-21 21:00:00+00:00,48.41,57.0,235.4,,12.59,921.52,82.11
2022-03-21 20:30:00+00:00,48.41,57.05,235.4,20.5,12.61,922.0,82.11
2022-03-21 20:00:00+00:00,48.41,56.56,234.5,20.2,12.59,921.9,82.15
